time	Ix(U1:TE)/V(vin)
3.171099999999999e-01	1.883960e-05
3.171300000000000e-01	9.813310e-06
3.171599999999999e-01	3.821168e-06
3.171999999999999e-01	1.306547e-07
3.180000000000000e-01	0.000000e+00
3.180292000000000e-01	1.987438e-07
3.180876000000001e-01	8.225200e-07
3.182044000000002e-01	1.814473e-05
3.184380000000003e-01	8.694238e-05
3.185327999999996e-01	3.134635e-04
3.187223999999982e-01	3.739112e-03
3.190000000000000e-01	1.140455e-02
3.290000000000000e-01	1.140409e-02
3.291000000000000e-01	6.816325e-03
3.293000000000000e-01	2.328714e-03
3.296000000000000e-01	4.216335e-04
3.300000000000000e-01	0.000000e+00
3.380000000000000e-01	0.000000e+00
3.380100000000000e-01	4.200692e-07
3.380300000000000e-01	1.868605e-06
3.380600000000000e-01	1.129140e-05
3.381000000000000e-01	2.601462e-05
3.391000000000000e-01	2.601431e-05
3.391092000000000e-01	1.919341e-05
3.391276000000000e-01	1.096210e-05
3.391644000000001e-01	4.090097e-06
3.391999999999999e-01	1.306546e-07
3.400000000000000e-01	1.306546e-07
3.400347880000002e-01	2.368503e-07
3.401043640000005e-01	1.459019e-06
3.402435160000013e-01	4.749621e-05
3.405218200000028e-01	4.084777e-03
3.410000000000000e-01	1.140446e-02
3.470728859999639e-01	1.140419e-02
3.476339022856834e-01	1.140416e-02
3.481949185714028e-01	1.140414e-02
3.487559348571223e-01	1.140411e-02
3.493169511428417e-01	1.140409e-02
3.498779674285611e-01	1.140406e-02
3.504389837142806e-01	1.140404e-02
3.510000000000000e-01	1.140402e-02
3.510979596000504e-01	6.857453e-03
3.512938788001513e-01	2.425674e-03
3.516081615997982e-01	4.448547e-04
3.520000000000000e-01	0.000000e+00
3.600000000000000e-01	0.000000e+00
3.600097576125255e-01	4.043465e-07
3.600292728375764e-01	1.923469e-06
3.600609695498980e-01	1.165327e-05
3.601000000000000e-01	2.601517e-05
3.611000000000000e-01	2.601486e-05
3.611100000000000e-01	1.884041e-05
3.611300000000000e-01	9.813694e-06
3.611600000000000e-01	3.821293e-06
3.612000000000000e-01	1.306546e-07
3.620000000000000e-01	0.000000e+00
3.620292000000000e-01	1.987428e-07
3.620876000000000e-01	8.225106e-07
3.622044000000001e-01	1.814449e-05
3.624380000000003e-01	8.694120e-05
3.625327999999997e-01	3.134593e-04
3.627223999999986e-01	3.739062e-03
3.630000000000000e-01	1.140440e-02
3.730000000000000e-01	1.140395e-02
3.731000000000000e-01	6.816245e-03
3.733000000000000e-01	2.328686e-03
3.736000000000000e-01	4.216286e-04
3.740000000000000e-01	0.000000e+00
3.820000000000000e-01	0.000000e+00
3.820100000000000e-01	4.200735e-07
3.820300000000000e-01	1.868650e-06
3.820600000000000e-01	1.129181e-05
3.821000000000000e-01	2.601562e-05
3.831000000000000e-01	2.601532e-05
3.831092000000000e-01	1.919413e-05
3.831276000000001e-01	1.096248e-05
3.831644000000001e-01	4.090216e-06
3.832000000000000e-01	1.306546e-07
3.840000000000000e-01	0.000000e+00
3.840347880000002e-01	2.368490e-07
3.841043640000005e-01	1.459003e-06
3.842435160000012e-01	4.749565e-05
3.845218200000027e-01	4.084729e-03
3.850000000000000e-01	1.140433e-02
3.910728859999661e-01	1.140406e-02
3.916339022856852e-01	1.140404e-02
3.921949185714044e-01	1.140401e-02
3.927559348571235e-01	1.140399e-02
3.933169511428426e-01	1.140397e-02
3.938779674285617e-01	1.140394e-02
3.944389837142809e-01	1.140392e-02
3.950000000000000e-01	1.140390e-02
3.950979596000475e-01	6.857384e-03
3.952938788001425e-01	2.425649e-03
3.956081615998100e-01	4.448502e-04
3.960000000000000e-01	0.000000e+00
4.040000000000000e-01	0.000000e+00
4.040097576136641e-01	4.043500e-07
4.040292728409924e-01	1.923509e-06
4.040609695453435e-01	1.165364e-05
4.041000000000000e-01	2.601604e-05
4.051000000000000e-01	2.601574e-05
4.051100000000000e-01	1.884102e-05
4.051300000000000e-01	9.813982e-06
